Record#,tag,light status,distance,top_red,top_green,top_blue,top_distance,mid_red,mid_green,mid_blue,mid_distance,bottom_red,bottom_green,bottom_blue,bottom_distance
252,Four Rings,On,131.0,0.2632,0.2479,0.0584,12.0631,0.0018,0.0014,0.0002,6.3576,0.5143,0.5003,0.1552,6.3576
253,Four Rings,On,128.0,0.2634,0.2481,0.0584,12.0736,0.0018,0.0014,0.0002,6.3576,0.5145,0.5006,0.1556,6.3576
254,Four Rings,On,127.0,0.2634,0.2481,0.0584,12.0525,0.0018,0.0014,0.0002,6.3576,0.5143,0.5003,0.1552,6.3576
255,Four Rings,On,130.0,0.2637,0.2483,0.0588,12.0842,0.0018,0.0014,0.0002,6.3576,0.5148,0.5008,0.1556,6.3576
256,Four Rings,On,129.0,0.2637,0.2483,0.0588,12.0525,0.0018,0.0014,0.0002,6.3576,0.5138,0.5001,0.1552,6.3576
257,Four Rings,On,126.0,0.2637,0.2481,0.0584,12.0631,0.0016,0.0011,0.0000,6.3576,0.5136,0.4999,0.1552,6.3576
258,Four Rings,On,130.0,0.2637,0.2483,0.0588,12.0525,0.0018,0.0014,0.0002,6.3576,0.5148,0.5008,0.1556,6.3576
259,Four Rings,On,129.0,0.2637,0.2481,0.0584,12.1054,0.0016,0.0011,0.0000,6.3576,0.5143,0.5003,0.1556,6.3576
260,Four Rings,On,130.0,0.2637,0.2483,0.0588,12.0736,0.0018,0.0014,0.0002,6.3576,0.5138,0.5001,0.1552,6.3576
261,Four Rings,On,132.0,0.0401,0.0426,0.0137,48.7795,0.0311,0.0284,0.0073,29.8942,0.0401,0.0462,0.0233,32.7736
262,Four Rings,On,128.0,0.0401,0.0423,0.0137,49.6003,0.0316,0.0286,0.0073,29.9808,0.0401,0.0462,0.0233,32.8808
263,Four Rings,On,130.0,0.0401,0.0423,0.0137,48.7795,0.0316,0.0286,0.0073,30.5128,0.0401,0.0462,0.0233,32.7736
264,Four Rings,On,130.0,0.0401,0.0426,0.0137,49.3232,0.0311,0.0284,0.0071,29.8942,0.0401,0.0462,0.0233,32.6672
265,Four Rings,On,129.0,0.0401,0.0423,0.0137,48.7795,0.0311,0.0284,0.0071,30.3330,0.0401,0.0462,0.0233,32.6672
266,Four Rings,On,131.0,0.0401,0.0423,0.0137,48.7795,0.0316,0.0286,0.0073,30.0680,0.0401,0.0462,0.0233,32.3528
267,Four Rings,On,132.0,0.0401,0.0423,0.0137,49.6003,0.0311,0.0284,0.0073,29.7227,0.0401,0.0462,0.0233,32.7736
268,Four Rings,On,131.0,0.0401,0.0423,0.0137,49.6003,0.0316,0.0286,0.0078,30.3330,0.0401,0.0462,0.0233,33.0977
269,Four Rings,On,131.0,0.0401,0.0423,0.0137,49.3232,0.0311,0.0284,0.0071,30.1557,0.0401,0.0462,0.0233,32.9889
270,Four Rings,On,131.0,0.0401,0.0423,0.0137,48.7795,0.0316,0.0286,0.0078,30.4226,0.0401,0.0462,0.0233,32.6672
271,Four Rings,On,110.0,0.0169,0.0213,0.0092,92.9802,0.0133,0.0121,0.0034,57.9442,0.0201,0.0277,0.0172,67.4797
272,Four Rings,On,112.0,0.0169,0.0213,0.0092,91.8015,0.0133,0.0121,0.0030,60.0272,0.0201,0.0277,0.0172,68.0545
273,Four Rings,On,111.0,0.0169,0.0213,0.0092,92.9802,0.0133,0.0121,0.0034,60.4649,0.0201,0.0277,0.0172,67.4797
274,Four Rings,On,110.0,0.0169,0.0213,0.0092,91.8015,0.0133,0.0121,0.0034,59.1735,0.0201,0.0275,0.0172,66.9160
275,Four Rings,On,112.0,0.0169,0.0213,0.0092,92.9802,0.0133,0.0121,0.0034,57.9442,0.0201,0.0275,0.0172,69.8493
276,Four Rings,On,112.0,0.0169,0.0211,0.0092,92.9802,0.0133,0.0121,0.0034,59.1735,0.0199,0.0275,0.0169,65.2884
277,Four Rings,On,112.0,0.0169,0.0213,0.0092,96.7373,0.0133,0.0121,0.0030,57.5474,0.0201,0.0277,0.0172,65.8206
278,Four Rings,On,112.0,0.0169,0.0213,0.0092,88.4637,0.0133,0.0121,0.0034,59.5968,0.0201,0.0277,0.0172,64.7660
279,Four Rings,On,112.0,0.0169,0.0213,0.0092,96.7373,0.0130,0.0119,0.0030,59.5968,0.0201,0.0277,0.0172,68.0545
280,Four Rings,On,112.0,0.0169,0.0213,0.0092,94.1946,0.0133,0.0121,0.0030,58.3473,0.0201,0.0277,0.0172,66.3631
281,Four Rings,On,144.0,0.0092,0.0140,0.0078,129.8418,0.0039,0.0039,0.0016,87.4124,0.0124,0.0201,0.0149,94.1946
282,Four Rings,On,149.0,0.0094,0.0140,0.0078,132.4965,0.0039,0.0039,0.0016,81.6639,0.0124,0.0204,0.0151,91.8015
283,Four Rings,On,149.0,0.0094,0.0140,0.0078,124.8843,0.0039,0.0039,0.0016,85.3942,0.0124,0.0204,0.0151,98.0695
284,Four Rings,On,147.0,0.0094,0.0140,0.0078,127.3072,0.0039,0.0039,0.0016,83.4808,0.0124,0.0204,0.0151,90.6568
285,Four Rings,On,147.0,0.0092,0.0140,0.0078,129.8418,0.0039,0.0039,0.0016,83.4808,0.0124,0.0204,0.0151,100.8660
286,Four Rings,On,146.0,0.0092,0.0140,0.0078,122.5657,0.0039,0.0039,0.0016,82.5608,0.0124,0.0204,0.0151,95.4463
287,Four Rings,On,149.0,0.0092,0.0140,0.0078,122.5657,0.0039,0.0039,0.0016,79.9360,0.0124,0.0204,0.0151,95.4463
288,Four Rings,On,150.0,0.0092,0.0140,0.0078,122.5657,0.0039,0.0039,0.0016,80.7892,0.0124,0.0204,0.0151,90.6568
289,Four Rings,On,147.0,0.0094,0.0140,0.0078,138.2038,0.0039,0.0039,0.0016,77.4968,0.0124,0.0204,0.0151,99.4450
290,Four Rings,On,148.0,0.0092,0.0140,0.0078,129.8418,0.0039,0.0039,0.0016,82.5608,0.0124,0.0204,0.0151,92.9802
291,Four Rings,On,200.0,0.0073,0.0121,0.0073,144.5149,0.0018,0.0021,0.0014,85.3942,0.0105,0.0185,0.0149,107.0564
292,Four Rings,On,206.0,0.0071,0.0119,0.0071,138.2038,0.0018,0.0021,0.0014,87.4124,0.0101,0.0183,0.0149,102.3350
293,Four Rings,On,201.0,0.0073,0.0121,0.0073,132.4965,0.0018,0.0021,0.0014,94.1946,0.0105,0.0185,0.0149,107.0564
294,Four Rings,On,204.0,0.0073,0.0121,0.0073,141.2778,0.0018,0.0021,0.0014,91.8015,0.0101,0.0183,0.0149,114.2047
295,Four Rings,On,204.0,0.0073,0.0121,0.0073,129.8418,0.0018,0.0021,0.0014,92.9802,0.0105,0.0185,0.0149,107.0564
296,Four Rings,On,205.0,0.0073,0.0121,0.0073,144.5149,0.0018,0.0021,0.0014,92.9802,0.0105,0.0185,0.0149,105.4273
297,Four Rings,On,207.0,0.0073,0.0121,0.0073,132.4965,0.0016,0.0018,0.0009,88.4637,0.0105,0.0185,0.0149,105.4273
298,Four Rings,On,207.0,0.0073,0.0121,0.0073,135.2804,0.0018,0.0021,0.0014,94.1946,0.0105,0.0185,0.0149,107.0564
299,Four Rings,On,205.0,0.0073,0.0119,0.0073,132.4965,0.0018,0.0021,0.0014,90.6568,0.0105,0.0185,0.0149,112.3153
300,Four Rings,On,206.0,0.0073,0.0121,0.0073,151.5366,0.0018,0.0021,0.0014,88.4637,0.0101,0.0183,0.0149,107.0564
301,Four Rings,On,275.0,0.0066,0.0117,0.0073,144.5149,0.0014,0.0018,0.0014,94.1946,0.0098,0.0181,0.0149,110.4968
302,Four Rings,On,272.0,0.0066,0.0117,0.0073,138.2038,0.0014,0.0018,0.0014,91.8015,0.0098,0.0181,0.0149,112.3153
303,Four Rings,On,275.0,0.0066,0.0117,0.0073,151.5366,0.0014,0.0018,0.0014,96.7373,0.0098,0.0181,0.0149,108.7451
304,Four Rings,On,276.0,0.0066,0.0117,0.0073,147.9293,0.0014,0.0018,0.0014,90.6568,0.0098,0.0181,0.0149,108.7451
305,Four Rings,On,268.0,0.0066,0.0117,0.0073,141.2778,0.0014,0.0018,0.0014,94.1946,0.0096,0.0181,0.0149,112.3153
306,Four Rings,On,274.0,0.0066,0.0117,0.0073,152.4000,0.0014,0.0018,0.0014,99.4450,0.0098,0.0181,0.0149,103.8545
307,Four Rings,On,274.0,0.0066,0.0117,0.0073,135.2804,0.0014,0.0018,0.0014,92.9802,0.0098,0.0181,0.0149,112.3153
308,Four Rings,On,277.0,0.0066,0.0117,0.0073,147.9293,0.0014,0.0018,0.0014,94.1946,0.0098,0.0181,0.0149,105.4273
309,Four Rings,On,269.0,0.0066,0.0117,0.0073,147.9293,0.0014,0.0018,0.0014,91.8015,0.0096,0.0181,0.0149,114.2047
310,Four Rings,On,274.0,0.0066,0.0117,0.0073,152.4000,0.0014,0.0018,0.0014,98.0695,0.0098,0.0181,0.0149,118.2142
311,Four Rings,On,94.0,0.1041,0.0996,0.0266,17.7122,0.0130,0.0112,0.0023,42.5909,0.0375,0.0439,0.0220,36.5261
312,Four Rings,On,97.0,0.1041,0.0996,0.0266,17.7379,0.0130,0.0112,0.0023,42.9871,0.0375,0.0439,0.0220,37.0850
313,Four Rings,On,93.0,0.1037,0.0996,0.0266,17.7122,0.0130,0.0112,0.0023,42.7879,0.0375,0.0439,0.0220,36.9434
314,Four Rings,On,93.0,0.1037,0.0996,0.0266,17.8677,0.0130,0.0112,0.0023,41.4514,0.0375,0.0439,0.0220,37.0850
315,Four Rings,On,95.0,0.1041,0.0996,0.0266,17.6610,0.0130,0.0112,0.0023,43.1884,0.0375,0.0439,0.0220,36.9434
316,Four Rings,On,91.0,0.1041,0.0996,0.0266,17.6102,0.0130,0.0112,0.0023,42.5909,0.0375,0.0439,0.0220,36.6639
317,Four Rings,On,92.0,0.1041,0.0996,0.0266,17.7122,0.0130,0.0112,0.0023,41.8233,0.0375,0.0439,0.0220,37.2278
318,Four Rings,On,95.0,0.1041,0.0996,0.0266,17.6355,0.0130,0.0112,0.0023,41.8233,0.0375,0.0439,0.0220,36.3894
319,Four Rings,On,94.0,0.1037,0.0996,0.0266,17.7379,0.0130,0.0114,0.0023,42.3959,0.0375,0.0437,0.0215,36.6639
320,Four Rings,On,90.0,0.1041,0.0996,0.0266,17.7637,0.0130,0.0112,0.0023,41.8233,0.0375,0.0439,0.0220,36.6639
321,Four Rings,On,124.0,0.0142,0.0183,0.0087,90.6568,0.0064,0.0062,0.0021,73.0988,0.0158,0.0233,0.0158,86.3897
322,Four Rings,On,121.0,0.0142,0.0183,0.0087,96.7373,0.0064,0.0062,0.0021,75.2234,0.0156,0.0231,0.0156,85.3942
323,Four Rings,On,119.0,0.0137,0.0181,0.0085,91.8015,0.0064,0.0062,0.0021,72.4211,0.0158,0.0233,0.0158,83.4808
324,Four Rings,On,121.0,0.0142,0.0183,0.0087,91.8015,0.0062,0.0060,0.0016,73.7915,0.0158,0.0233,0.0158,80.7892
325,Four Rings,On,122.0,0.0142,0.0183,0.0087,88.4637,0.0064,0.0062,0.0021,73.0988,0.0158,0.0233,0.0158,80.7892
326,Four Rings,On,121.0,0.0142,0.0183,0.0087,91.8015,0.0064,0.0062,0.0021,78.2906,0.0158,0.0233,0.0158,86.3897
327,Four Rings,On,122.0,0.0142,0.0183,0.0087,91.8015,0.0064,0.0062,0.0021,75.2234,0.0158,0.0233,0.0158,81.6639
328,Four Rings,On,122.0,0.0142,0.0183,0.0087,92.9802,0.0064,0.0062,0.0021,73.0988,0.0158,0.0233,0.0158,85.3942
329,Four Rings,On,125.0,0.0142,0.0183,0.0087,96.7373,0.0064,0.0062,0.0021,73.7915,0.0156,0.0231,0.0156,84.4250
330,Four Rings,On,124.0,0.0142,0.0183,0.0087,91.8015,0.0062,0.0060,0.0016,75.9639,0.0158,0.0233,0.0158,81.6639
331,Four Rings,On,169.0,0.0085,0.0130,0.0078,135.2804,0.0023,0.0027,0.0009,86.3897,0.0114,0.0195,0.0151,103.8545
332,Four Rings,On,169.0,0.0080,0.0128,0.0073,132.4965,0.0025,0.0030,0.0014,87.4124,0.0112,0.0192,0.0149,103.8545
333,Four Rings,On,172.0,0.0085,0.0130,0.0078,120.3444,0.0025,0.0030,0.0014,88.4637,0.0112,0.0192,0.0151,107.0564
334,Four Rings,On,170.0,0.0085,0.0130,0.0078,122.5657,0.0025,0.0030,0.0014,89.5447,0.0114,0.0192,0.0151,102.3350
335,Four Rings,On,173.0,0.0085,0.0130,0.0078,132.4965,0.0025,0.0030,0.0014,91.8015,0.0112,0.0192,0.0149,100.8660
336,Four Rings,On,173.0,0.0085,0.0130,0.0078,120.3444,0.0025,0.0030,0.0014,86.3897,0.0112,0.0190,0.0149,99.4450
337,Four Rings,On,177.0,0.0080,0.0128,0.0073,132.4965,0.0025,0.0030,0.0014,83.4808,0.0114,0.0195,0.0151,96.7373
338,Four Rings,On,171.0,0.0085,0.0130,0.0078,127.3072,0.0023,0.0027,0.0009,87.4124,0.0114,0.0195,0.0151,107.0564
339,Four Rings,On,172.0,0.0085,0.0130,0.0078,132.4965,0.0023,0.0027,0.0009,82.5608,0.0114,0.0195,0.0151,107.0564
340,Four Rings,On,173.0,0.0085,0.0130,0.0078,138.2038,0.0025,0.0030,0.0014,84.4250,0.0114,0.0195,0.0151,98.0695
341,Four Rings,On,213.0,0.0071,0.0119,0.0073,144.5149,0.0018,0.0021,0.0014,94.1946,0.0101,0.0183,0.0149,105.4273
342,Four Rings,On,212.0,0.0071,0.0119,0.0073,147.9293,0.0016,0.0018,0.0009,89.5447,0.0105,0.0185,0.0149,107.0564
343,Four Rings,On,219.0,0.0071,0.0119,0.0073,144.5149,0.0016,0.0018,0.0014,91.8015,0.0101,0.0183,0.0149,108.7451
344,Four Rings,On,219.0,0.0071,0.0119,0.0073,129.8418,0.0016,0.0018,0.0009,89.5447,0.0101,0.0183,0.0149,108.7451
345,Four Rings,On,212.0,0.0071,0.0119,0.0073,144.5149,0.0016,0.0018,0.0009,87.4124,0.0101,0.0183,0.0149,103.8545
346,Four Rings,On,213.0,0.0073,0.0119,0.0073,138.2038,0.0018,0.0021,0.0014,92.9802,0.0105,0.0185,0.0149,108.7451
347,Four Rings,On,217.0,0.0071,0.0119,0.0073,138.2038,0.0016,0.0018,0.0009,92.9802,0.0105,0.0183,0.0149,108.7451
348,Four Rings,On,213.0,0.0071,0.0119,0.0073,144.5149,0.0016,0.0018,0.0009,91.8015,0.0105,0.0183,0.0149,105.4273
349,Four Rings,On,216.0,0.0071,0.0119,0.0073,147.9293,0.0016,0.0018,0.0009,96.7373,0.0105,0.0185,0.0149,102.3350
350,Four Rings,On,216.0,0.0071,0.0119,0.0073,144.5149,0.0018,0.0021,0.0014,87.4124,0.0105,0.0183,0.0149,114.2047
351,Four Rings,On,101.0,0.0172,0.0215,0.0092,116.1694,0.0224,0.0204,0.0048,30.8799,0.0295,0.0359,0.0197,39.5350
352,Four Rings,On,101.0,0.0172,0.0215,0.0092,122.5657,0.0227,0.0206,0.0053,30.7871,0.0295,0.0359,0.0197,40.9076
353,Four Rings,On,102.0,0.0172,0.0215,0.0092,120.3444,0.0227,0.0206,0.0053,30.6951,0.0295,0.0359,0.0197,40.5542
354,Four Rings,On,100.0,0.0172,0.0215,0.0092,120.3444,0.0227,0.0206,0.0053,30.9732,0.0295,0.0359,0.0197,39.0473
355,Four Rings,On,102.0,0.0172,0.0215,0.0092,124.8843,0.0227,0.0206,0.0053,30.8799,0.0295,0.0359,0.0197,39.7008
356,Four Rings,On,100.0,0.0172,0.0215,0.0092,124.8843,0.0229,0.0206,0.0053,30.6951,0.0295,0.0359,0.0197,39.2083
357,Four Rings,On,98.0,0.0172,0.0217,0.0092,114.2047,0.0229,0.0208,0.0053,30.6036,0.0295,0.0359,0.0197,39.3709
358,Four Rings,On,105.0,0.0172,0.0217,0.0092,118.2142,0.0229,0.0208,0.0053,30.6951,0.0295,0.0359,0.0197,39.2083
359,Four Rings,On,96.0,0.0172,0.0215,0.0092,127.3072,0.0229,0.0208,0.0053,30.6951,0.0298,0.0359,0.0201,39.7008
360,Four Rings,On,102.0,0.0172,0.0217,0.0092,124.8843,0.0229,0.0208,0.0053,30.4226,0.0298,0.0359,0.0201,40.0371
361,Four Rings,On,132.0,0.0096,0.0144,0.0080,147.9293,0.0057,0.0055,0.0021,71.7577,0.0130,0.0211,0.0158,92.9802
362,Four Rings,On,130.0,0.0096,0.0144,0.0080,141.2778,0.0057,0.0055,0.0021,75.9639,0.0130,0.0211,0.0158,89.5447
363,Four Rings,On,126.0,0.0096,0.0144,0.0080,144.5149,0.0057,0.0055,0.0021,72.4211,0.0130,0.0211,0.0158,92.9802
364,Four Rings,On,132.0,0.0096,0.0144,0.0080,135.2804,0.0057,0.0055,0.0021,79.9360,0.0130,0.0211,0.0156,92.9802
365,Four Rings,On,132.0,0.0096,0.0144,0.0080,138.2038,0.0057,0.0057,0.0021,74.4995,0.0130,0.0211,0.0156,91.8015
366,Four Rings,On,129.0,0.0096,0.0144,0.0080,138.2038,0.0057,0.0055,0.0021,79.9360,0.0130,0.0211,0.0156,91.8015
367,Four Rings,On,129.0,0.0096,0.0144,0.0080,144.5149,0.0057,0.0055,0.0021,76.7215,0.0130,0.0211,0.0158,88.4637
368,Four Rings,On,131.0,0.0096,0.0144,0.0080,135.2804,0.0057,0.0055,0.0021,76.7215,0.0130,0.0211,0.0158,91.8015
369,Four Rings,On,128.0,0.0096,0.0144,0.0080,135.2804,0.0057,0.0055,0.0021,77.4968,0.0130,0.0211,0.0158,96.7373
370,Four Rings,On,127.0,0.0096,0.0144,0.0080,135.2804,0.0057,0.0055,0.0021,75.9639,0.0128,0.0211,0.0158,91.8015
371,Four Rings,On,169.0,0.0078,0.0126,0.0078,141.2778,0.0027,0.0030,0.0014,87.4124,0.0110,0.0192,0.0151,102.3350
372,Four Rings,On,165.0,0.0078,0.0126,0.0078,144.5149,0.0027,0.0030,0.0014,90.6568,0.0110,0.0192,0.0151,110.4968
373,Four Rings,On,169.0,0.0078,0.0126,0.0078,147.9293,0.0027,0.0030,0.0014,88.4637,0.0110,0.0192,0.0151,107.0564
374,Four Rings,On,167.0,0.0078,0.0126,0.0078,135.2804,0.0025,0.0027,0.0009,89.5447,0.0110,0.0192,0.0151,103.8545
375,Four Rings,On,164.0,0.0078,0.0126,0.0078,147.9293,0.0027,0.0030,0.0014,85.3942,0.0110,0.0192,0.0151,107.0564
376,Four Rings,On,164.0,0.0078,0.0126,0.0078,151.5366,0.0027,0.0030,0.0014,85.3942,0.0110,0.0192,0.0151,103.8545
377,Four Rings,On,164.0,0.0078,0.0126,0.0078,144.5149,0.0027,0.0030,0.0014,87.4124,0.0110,0.0192,0.0151,94.1946
378,Four Rings,On,167.0,0.0076,0.0124,0.0073,152.4000,0.0027,0.0030,0.0014,91.8015,0.0110,0.0192,0.0151,103.8545
379,Four Rings,On,165.0,0.0078,0.0126,0.0078,141.2778,0.0027,0.0030,0.0014,86.3897,0.0108,0.0190,0.0149,102.3350
380,Four Rings,On,167.0,0.0078,0.0126,0.0078,144.5149,0.0025,0.0030,0.0014,88.4637,0.0110,0.0192,0.0151,99.4450
381,Four Rings,On,201.0,0.0071,0.0121,0.0073,152.4000,0.0018,0.0023,0.0014,91.8015,0.0101,0.0183,0.0149,102.3350
382,Four Rings,On,202.0,0.0073,0.0121,0.0073,147.9293,0.0018,0.0023,0.0014,91.8015,0.0105,0.0185,0.0151,108.7451
383,Four Rings,On,201.0,0.0073,0.0121,0.0073,147.9293,0.0018,0.0023,0.0014,96.7373,0.0105,0.0185,0.0151,103.8545
384,Four Rings,On,203.0,0.0073,0.0121,0.0073,152.4000,0.0018,0.0023,0.0014,88.4637,0.0105,0.0183,0.0149,102.3350
385,Four Rings,On,202.0,0.0073,0.0121,0.0073,147.9293,0.0018,0.0023,0.0014,91.8015,0.0105,0.0185,0.0151,107.0564
386,Four Rings,On,207.0,0.0073,0.0121,0.0073,152.4000,0.0018,0.0023,0.0014,86.3897,0.0105,0.0185,0.0151,110.4968
387,Four Rings,On,209.0,0.0073,0.0121,0.0073,141.2778,0.0018,0.0023,0.0014,94.1946,0.0105,0.0185,0.0151,110.4968
388,Four Rings,On,201.0,0.0073,0.0121,0.0073,152.4000,0.0018,0.0023,0.0014,88.4637,0.0105,0.0185,0.0151,103.8545
389,Four Rings,On,207.0,0.0073,0.0121,0.0073,147.9293,0.0018,0.0023,0.0014,91.8015,0.0105,0.0183,0.0149,107.0564
390,Four Rings,On,207.0,0.0073,0.0121,0.0073,135.2804,0.0018,0.0023,0.0014,95.4463,0.0105,0.0185,0.0149,103.8545
391,Four Rings,On,204.0,0.0071,0.0119,0.0071,147.9293,0.0018,0.0023,0.0014,87.4124,0.0105,0.0185,0.0151,110.4968
392,Four Rings,On,205.0,0.0073,0.0121,0.0073,138.2038,0.0016,0.0021,0.0009,98.0695,0.0105,0.0185,0.0151,112.3153
393,Four Rings,On,207.0,0.0071,0.0119,0.0073,152.4000,0.0018,0.0023,0.0014,88.4637,0.0105,0.0185,0.0151,110.4968
394,Four Rings,On,205.0,0.0071,0.0119,0.0073,141.2778,0.0018,0.0023,0.0014,87.4124,0.0105,0.0185,0.0151,96.7373
395,Four Rings,On,204.0,0.0071,0.0119,0.0073,152.4000,0.0018,0.0023,0.0014,83.4808,0.0105,0.0185,0.0151,107.0564
396,Four Rings,On,208.0,0.0071,0.0119,0.0073,147.9293,0.0018,0.0023,0.0014,86.3897,0.0101,0.0183,0.0149,105.4273
397,Four Rings,On,207.0,0.0071,0.0119,0.0073,152.4000,0.0018,0.0023,0.0014,91.8015,0.0105,0.0185,0.0149,102.3350
398,Four Rings,On,202.0,0.0071,0.0119,0.0073,141.2778,0.0018,0.0021,0.0014,92.9802,0.0105,0.0185,0.0151,105.4273
399,Four Rings,On,206.0,0.0071,0.0119,0.0073,138.2038,0.0018,0.0021,0.0014,90.6568,0.0105,0.0185,0.0149,102.3350
400,Four Rings,On,204.0,0.0071,0.0119,0.0073,144.5149,0.0018,0.0021,0.0014,92.9802,0.0105,0.0185,0.0151,108.7451
